cell_id	sample_id	stage	sequencing_batch	theiler_stage	evaluation_split
cell_01548	sample_6192791781ab				holdout
cell_01549	sample_6192791781ab				holdout
cell_01550	sample_6192791781ab				holdout
cell_01551	sample_6192791781ab				holdout
cell_01552	sample_6192791781ab				holdout
cell_01553	sample_6192791781ab				holdout
cell_01554	sample_6192791781ab				holdout
cell_01555	sample_6192791781ab				holdout
cell_01556	sample_6192791781ab				holdout
cell_01557	sample_6192791781ab				holdout
cell_01558	sample_6192791781ab				holdout
cell_01559	sample_6192791781ab				holdout
cell_01560	sample_6192791781ab				holdout
cell_01561	sample_6192791781ab				holdout
cell_01562	sample_6192791781ab				holdout
cell_01563	sample_6192791781ab				holdout
cell_01564	sample_6192791781ab				holdout
cell_01565	sample_6192791781ab				holdout
cell_01566	sample_6192791781ab				holdout
cell_01567	sample_6192791781ab				holdout
cell_01568	sample_6192791781ab				holdout
cell_01569	sample_6192791781ab				holdout
cell_01570	sample_6192791781ab				holdout
cell_01571	sample_6192791781ab				holdout
cell_01572	sample_6192791781ab				holdout
cell_01573	sample_6192791781ab				holdout
cell_01574	sample_6192791781ab				holdout
cell_01575	sample_6192791781ab				holdout
cell_01576	sample_6192791781ab				holdout
cell_01577	sample_6192791781ab				holdout
cell_01578	sample_6192791781ab				holdout
cell_01579	sample_6192791781ab				holdout
cell_01580	sample_6192791781ab				holdout
cell_01581	sample_6192791781ab				holdout
cell_01582	sample_6192791781ab				holdout
cell_01583	sample_6192791781ab				holdout
cell_01584	sample_6192791781ab				holdout
cell_01585	sample_6192791781ab				holdout
cell_01586	sample_6192791781ab				holdout
cell_01587	sample_6192791781ab				holdout
cell_01588	sample_6192791781ab				holdout
cell_01589	sample_6192791781ab				holdout
cell_01590	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01591	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01592	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01593	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01594	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01595	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01596	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01597	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01598	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01599	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01600	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01601	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01602	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01603	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01604	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01605	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01606	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01607	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01608	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01609	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01610	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01611	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01612	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01613	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01614	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01615	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01616	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01617	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01618	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01619	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01620	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01621	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01622	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01623	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01624	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01625	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01626	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01627	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01628	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01629	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01630	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01631	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01632	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01633	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01634	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01635	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01636	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01637	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01638	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01639	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01640	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01641	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01642	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01643	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01644	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01645	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01646	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01647	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01648	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01649	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01650	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01651	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01652	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01653	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01654	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01655	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01656	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01657	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01658	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01659	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01660	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01661	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01662	sample_4fb49866f500	E8.5	batch_d12882140981	TS12	training
cell_01663	sample_65037fe9aebf				holdout
cell_01664	sample_65037fe9aebf				holdout
cell_01665	sample_65037fe9aebf				holdout
cell_01666	sample_65037fe9aebf				holdout
cell_01667	sample_65037fe9aebf				holdout
cell_01668	sample_65037fe9aebf				holdout
cell_01669	sample_65037fe9aebf				holdout
cell_01670	sample_65037fe9aebf				holdout
cell_01671	sample_65037fe9aebf				holdout
cell_01672	sample_65037fe9aebf				holdout
cell_01673	sample_65037fe9aebf				holdout
cell_01674	sample_65037fe9aebf				holdout
cell_01675	sample_65037fe9aebf				holdout
cell_01676	sample_65037fe9aebf				holdout
cell_01677	sample_65037fe9aebf				holdout
cell_01678	sample_65037fe9aebf				holdout
cell_01679	sample_65037fe9aebf				holdout
cell_01680	sample_65037fe9aebf				holdout
cell_01681	sample_65037fe9aebf				holdout
cell_01682	sample_65037fe9aebf				holdout
cell_01683	sample_65037fe9aebf				holdout
cell_01684	sample_65037fe9aebf				holdout
cell_01685	sample_65037fe9aebf				holdout
cell_01686	sample_65037fe9aebf				holdout
cell_01687	sample_65037fe9aebf				holdout
cell_01688	sample_65037fe9aebf				holdout
cell_01689	sample_65037fe9aebf				holdout
cell_01690	sample_65037fe9aebf				holdout
cell_01691	sample_65037fe9aebf				holdout
cell_01692	sample_65037fe9aebf				holdout
cell_01693	sample_65037fe9aebf				holdout
cell_01694	sample_65037fe9aebf				holdout
cell_01695	sample_65037fe9aebf				holdout
cell_01696	sample_65037fe9aebf				holdout
cell_01697	sample_65037fe9aebf				holdout
cell_01698	sample_65037fe9aebf				holdout
cell_01699	sample_65037fe9aebf				holdout
cell_01700	sample_65037fe9aebf				holdout
cell_01701	sample_65037fe9aebf				holdout
cell_01702	sample_65037fe9aebf				holdout
cell_01703	sample_65037fe9aebf				holdout
cell_01704	sample_65037fe9aebf				holdout
cell_01705	sample_65037fe9aebf				holdout
cell_01706	sample_65037fe9aebf				holdout
cell_01707	sample_65037fe9aebf				holdout
cell_01708	sample_65037fe9aebf				holdout
cell_01709	sample_65037fe9aebf				holdout
cell_01710	sample_65037fe9aebf				holdout
cell_01711	sample_65037fe9aebf				holdout
cell_01712	sample_65037fe9aebf				holdout
cell_01713	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01714	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01715	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01716	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01717	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01718	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01719	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01720	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01721	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01722	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01723	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01724	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01725	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01726	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01727	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01728	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01729	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01730	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01731	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01732	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01733	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01734	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01735	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01736	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01737	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01738	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01739	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01740	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01741	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01742	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01743	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01744	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01745	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01746	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01747	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01748	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01749	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01750	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01751	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01752	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01753	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01754	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01755	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01756	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01757	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01758	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01759	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01760	sample_07d997c995e4	E7.0	batch_d12882140981	TS10	training
cell_01761	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01762	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01763	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01764	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01765	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01766	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01767	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01768	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01769	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01770	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01771	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01772	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01773	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01774	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01775	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01776	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01777	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01778	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01779	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01780	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01781	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01782	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01783	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01784	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01785	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01786	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01787	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01788	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01789	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01790	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01791	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01792	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01793	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01794	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01795	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01796	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01797	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01798	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01799	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01800	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01801	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01802	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01803	sample_a1fdc6f29d20	E7.0	batch_d12882140981	TS10	training
cell_01804	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01805	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01806	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01807	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01808	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01809	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01810	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01811	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01812	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01813	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01814	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01815	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01816	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01817	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01818	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01819	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01820	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01821	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01822	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01823	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01824	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01825	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01826	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01827	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01828	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01829	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01830	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01831	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01832	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01833	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01834	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01835	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01836	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01837	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01838	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01839	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01840	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01841	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01842	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01843	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01844	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01845	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01846	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01847	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01848	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01849	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01850	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01851	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01852	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01853	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01854	sample_4d19da36f78a	E8.0	batch_d12882140981	TS12	training
cell_01855	sample_4f4f722a99a6				holdout
cell_01856	sample_4f4f722a99a6				holdout
cell_01857	sample_4f4f722a99a6				holdout
cell_01858	sample_4f4f722a99a6				holdout
cell_01859	sample_4f4f722a99a6				holdout
cell_01860	sample_4f4f722a99a6				holdout
cell_01861	sample_4f4f722a99a6				holdout
cell_01862	sample_4f4f722a99a6				holdout
cell_01863	sample_4f4f722a99a6				holdout
cell_01864	sample_4f4f722a99a6				holdout
cell_01865	sample_4f4f722a99a6				holdout
cell_01866	sample_4f4f722a99a6				holdout
cell_01867	sample_4f4f722a99a6				holdout
cell_01868	sample_4f4f722a99a6				holdout
cell_01869	sample_4f4f722a99a6				holdout
cell_01870	sample_4f4f722a99a6				holdout
cell_01871	sample_4f4f722a99a6				holdout
cell_01872	sample_4f4f722a99a6				holdout
cell_01873	sample_4f4f722a99a6				holdout
cell_01874	sample_4f4f722a99a6				holdout
cell_01875	sample_4f4f722a99a6				holdout
cell_01876	sample_4f4f722a99a6				holdout
cell_01877	sample_4f4f722a99a6				holdout
cell_01878	sample_4f4f722a99a6				holdout
cell_01879	sample_4f4f722a99a6				holdout
cell_01880	sample_4f4f722a99a6				holdout
cell_01881	sample_4f4f722a99a6				holdout
cell_01882	sample_4f4f722a99a6				holdout
cell_01883	sample_4f4f722a99a6				holdout
cell_01884	sample_4f4f722a99a6				holdout
cell_01885	sample_4f4f722a99a6				holdout
cell_01886	sample_4f4f722a99a6				holdout
cell_01887	sample_4f4f722a99a6				holdout
cell_01888	sample_4f4f722a99a6				holdout
cell_01889	sample_4f4f722a99a6				holdout
cell_01890	sample_4f4f722a99a6				holdout
cell_01891	sample_4f4f722a99a6				holdout
cell_01892	sample_4f4f722a99a6				holdout
cell_01893	sample_4f4f722a99a6				holdout
cell_01894	sample_4f4f722a99a6				holdout
cell_01895	sample_4f4f722a99a6				holdout
cell_01896	sample_4f4f722a99a6				holdout
cell_01897	sample_4f4f722a99a6				holdout
cell_01898	sample_4f4f722a99a6				holdout
cell_01899	sample_4f4f722a99a6				holdout
cell_01900	sample_4f4f722a99a6				holdout
cell_01901	sample_4f4f722a99a6				holdout
cell_01902	sample_4f4f722a99a6				holdout
cell_01903	sample_4f4f722a99a6				holdout
cell_01904	sample_4f4f722a99a6				holdout
cell_01905	sample_4f4f722a99a6				holdout
cell_01906	sample_4f4f722a99a6				holdout
cell_01907	sample_4f4f722a99a6				holdout
cell_01908	sample_4f4f722a99a6				holdout
cell_01909	sample_4f4f722a99a6				holdout
cell_01910	sample_4f4f722a99a6				holdout
cell_01911	sample_4f4f722a99a6				holdout
cell_01912	sample_4f4f722a99a6				holdout
cell_01913	sample_4f4f722a99a6				holdout
cell_01914	sample_4f4f722a99a6				holdout
cell_01915	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01916	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01917	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01918	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01919	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01920	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01921	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01922	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01923	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01924	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01925	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01926	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01927	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01928	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01929	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01930	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01931	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01932	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01933	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01934	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01935	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01936	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01937	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01938	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01939	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01940	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01941	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01942	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01943	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01944	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01945	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01946	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01947	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01948	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01949	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01950	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01951	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01952	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01953	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01954	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01955	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01956	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01957	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01958	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01959	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01960	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01961	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01962	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01963	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01964	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01965	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01966	sample_ef2baf8b791f	E8.0	batch_d12882140981	TS12	training
cell_01967	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01968	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01969	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01970	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01971	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01972	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01973	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01974	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01975	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01976	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01977	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
cell_01978	sample_ef147b47f6a7	E8.5	batch_d12882140981	TS12	training
