accession,assembly_accession,base_count,first_public,set_fasta_ftp
CAADZQ010000000,GCA_900753605,1710624,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAADZQ01.fasta.gz
CAADZR010000000,GCA_900753625,2064383,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAADZR01.fasta.gz
CAADZS010000000,GCA_900753635,3089442,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAADZS01.fasta.gz
CAADZT010000000,GCA_900753595,1434351,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAADZT01.fasta.gz
CAADZU010000000,GCA_900753615,1349160,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAADZU01.fasta.gz
CAADZV010000000,GCA_900753585,1019639,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAADZV01.fasta.gz
CAADZW010000000,GCA_900753645,852144,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAADZW01.fasta.gz
CAADZX010000000,GCA_900753655,2008199,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAADZX01.fasta.gz
CAADZY010000000,GCA_900753675,1798641,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAADZY01.fasta.gz
CAADZZ010000000,GCA_900753665,1333084,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAADZZ01.fasta.gz
CAAEAA010000000,GCA_900753695,1472257,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEAA01.fasta.gz
CAAEAB010000000,GCA_900753685,1867519,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEAB01.fasta.gz
CAAEAC010000000,GCA_900753705,1600864,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEAC01.fasta.gz
CAAEAD010000000,GCA_900753745,1013879,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEAD01.fasta.gz
CAAEAE010000000,GCA_900753715,3785151,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEAE01.fasta.gz
CAAEAF010000000,GCA_900753735,1626861,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEAF01.fasta.gz
CAAEAG010000000,GCA_900753725,1264010,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEAG01.fasta.gz
CAAEAH010000000,GCA_900753755,635374,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEAH01.fasta.gz
CAAEAI010000000,GCA_900753805,1713022,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEAI01.fasta.gz
CAAEAJ010000000,GCA_900753765,2322388,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEAJ01.fasta.gz
CAAEAK010000000,GCA_900753775,2353135,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEAK01.fasta.gz
CAAEAL010000000,GCA_900753795,2278971,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEAL01.fasta.gz
CAAEAM010000000,GCA_900753785,1331645,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEAM01.fasta.gz
CAAEAN010000000,GCA_900753815,3347073,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEAN01.fasta.gz
CAAEAO010000000,GCA_900753825,3392188,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEAO01.fasta.gz
CAAEAP010000000,GCA_900753835,2093515,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEAP01.fasta.gz
CAAEAQ010000000,GCA_900753845,2221061,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEAQ01.fasta.gz
CAAEAR010000000,GCA_900753855,1943599,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEAR01.fasta.gz
CAAEAS010000000,GCA_900753865,1211990,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEAS01.fasta.gz
CAAEAT010000000,GCA_900753885,1414238,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEAT01.fasta.gz
CAAEAU010000000,GCA_900753915,1986569,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEAU01.fasta.gz
CAAEAV010000000,GCA_900753935,1313474,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEAV01.fasta.gz
CAAEAW010000000,GCA_900753925,1446620,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEAW01.fasta.gz
CAAEAX010000000,GCA_900753905,3184799,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEAX01.fasta.gz
CAAEAY010000000,GCA_900753895,2655612,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEAY01.fasta.gz
CAAEAZ010000000,GCA_900753955,1295712,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEAZ01.fasta.gz
CAAEBA010000000,GCA_900753965,2232250,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEBA01.fasta.gz
CAAEBB010000000,GCA_900753945,1065888,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEBB01.fasta.gz
CAAEBC010000000,GCA_900753975,1320494,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEBC01.fasta.gz
CAAEBD010000000,GCA_900754035,2140459,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEBD01.fasta.gz
CAAEBE010000000,GCA_900754005,1925031,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEBE01.fasta.gz
CAAEBF010000000,GCA_900754025,1945949,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEBF01.fasta.gz
CAAEBG010000000,GCA_900754015,1095432,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEBG01.fasta.gz
CAAEBH010000000,GCA_900753985,3574735,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEBH01.fasta.gz
CAAEBI010000000,GCA_900753995,2705472,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEBI01.fasta.gz
CAAEBJ010000000,GCA_900754045,1585337,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEBJ01.fasta.gz
CAAEBK010000000,GCA_900754095,1495434,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEBK01.fasta.gz
CAAEBL010000000,GCA_900754105,2560469,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEBL01.fasta.gz
CAAEBM010000000,GCA_900754115,1520294,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEBM01.fasta.gz
CAAEBN010000000,GCA_900754075,1896135,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEBN01.fasta.gz
CAAEBO010000000,GCA_900754085,1428554,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEBO01.fasta.gz
CAAEBP010000000,GCA_900754125,1623082,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEBP01.fasta.gz
CAAEBQ010000000,GCA_900754135,1338806,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEBQ01.fasta.gz
CAAEBR010000000,GCA_900754055,2207929,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEBR01.fasta.gz
CAAEBS010000000,GCA_900754175,2084563,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEBS01.fasta.gz
CAAEBT010000000,GCA_900754205,2571507,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEBT01.fasta.gz
CAAEBU010000000,GCA_900754195,1518435,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEBU01.fasta.gz
CAAEBV010000000,GCA_900754155,1678963,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEBV01.fasta.gz
CAAEBW010000000,GCA_900754145,1665856,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEBW01.fasta.gz
CAAEBX010000000,GCA_900754185,1840170,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEBX01.fasta.gz
CAAEBY010000000,GCA_900754165,933435,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEBY01.fasta.gz
CAAEBZ010000000,GCA_900754215,2067627,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEBZ01.fasta.gz
CAAECA010000000,GCA_900754225,3615151,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAECA01.fasta.gz
CAAECB010000000,GCA_900754285,1612608,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAECB01.fasta.gz
CAAECC010000000,GCA_900754235,1371797,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAECC01.fasta.gz
CAAECD010000000,GCA_900754265,2740670,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAECD01.fasta.gz
CAAECE010000000,GCA_900754305,850228,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAECE01.fasta.gz
CAAECF010000000,GCA_900754275,2028257,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAECF01.fasta.gz
CAAECG010000000,GCA_900754295,1477343,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAECG01.fasta.gz
CAAECH010000000,GCA_900754245,1470016,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAECH01.fasta.gz
CAAECI010000000,GCA_900754255,2025835,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAECI01.fasta.gz
CAAECJ010000000,GCA_900754365,1795488,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAECJ01.fasta.gz
CAAECK010000000,GCA_900754345,3237546,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAECK01.fasta.gz
CAAECL010000000,GCA_900754325,5238504,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAECL01.fasta.gz
CAAECM010000000,GCA_900754335,3223708,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAECM01.fasta.gz
CAAECN010000000,GCA_900754315,1714598,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAECN01.fasta.gz
CAAECO010000000,GCA_900754355,4759006,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAECO01.fasta.gz
CAAECP010000000,GCA_900754385,1619188,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAECP01.fasta.gz
CAAECQ010000000,GCA_900754395,1923314,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAECQ01.fasta.gz
CAAECR010000000,GCA_900754375,2146887,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAECR01.fasta.gz
CAAECS010000000,GCA_900754405,883124,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAECS01.fasta.gz
CAAECT010000000,GCA_900754435,1425761,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAECT01.fasta.gz
CAAECU010000000,GCA_900754415,3020119,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAECU01.fasta.gz
CAAECV010000000,GCA_900754425,3628619,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAECV01.fasta.gz
CAAECW010000000,GCA_900754445,2001152,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAECW01.fasta.gz
CAAECX010000000,GCA_900754465,957837,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAECX01.fasta.gz
CAAECY010000000,GCA_900754475,2408760,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAECY01.fasta.gz
CAAECZ010000000,GCA_900754455,1073224,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAECZ01.fasta.gz
CAAEDA010000000,GCA_900754505,1540034,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEDA01.fasta.gz
CAAEDB010000000,GCA_900754485,1568336,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEDB01.fasta.gz
CAAEDC010000000,GCA_900754495,2108707,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEDC01.fasta.gz
CAAEDD010000000,GCA_900754515,2645687,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEDD01.fasta.gz
CAAEDE010000000,GCA_900754525,1974515,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEDE01.fasta.gz
CAAEDF010000000,GCA_900754535,1576990,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEDF01.fasta.gz
CAAEDG010000000,GCA_900754565,3214035,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEDG01.fasta.gz
CAAEDH010000000,GCA_900754555,1463029,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEDH01.fasta.gz
CAAEDI010000000,GCA_900754595,1005715,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEDI01.fasta.gz
CAAEDJ010000000,GCA_900754575,2081799,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEDJ01.fasta.gz
CAAEDK010000000,GCA_900754605,4393445,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEDK01.fasta.gz
CAAEDL010000000,GCA_900754625,1997118,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEDL01.fasta.gz
CAAEDM010000000,GCA_900754585,1885814,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEDM01.fasta.gz
CAAEDN010000000,GCA_900754615,1992367,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEDN01.fasta.gz
CAAEDO010000000,GCA_900754645,2702620,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEDO01.fasta.gz
CAAEDP010000000,GCA_900754635,1974930,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEDP01.fasta.gz
CAAEDQ010000000,GCA_900754685,2245359,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEDQ01.fasta.gz
CAAEDR010000000,GCA_900754675,2240859,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEDR01.fasta.gz
CAAEDS010000000,GCA_900754665,1622567,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEDS01.fasta.gz
CAAEDT010000000,GCA_900754705,2368871,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEDT01.fasta.gz
CAAEDU010000000,GCA_900754695,1471169,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEDU01.fasta.gz
CAAEDV010000000,GCA_900754735,734254,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEDV01.fasta.gz
CAAEDW010000000,GCA_900754725,2394569,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEDW01.fasta.gz
CAAEDX010000000,GCA_900754715,2038748,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEDX01.fasta.gz
CAAEDY010000000,GCA_900754765,1623377,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEDY01.fasta.gz
CAAEDZ010000000,GCA_900754775,2312647,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEDZ01.fasta.gz
CAAEEA010000000,GCA_900754795,1506146,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEEA01.fasta.gz
CAAEEB010000000,GCA_900754745,2068019,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEEB01.fasta.gz
CAAEEC010000000,GCA_900754755,2562770,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEEC01.fasta.gz
CAAEED010000000,GCA_900754785,2069675,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEED01.fasta.gz
CAAEEE010000000,GCA_900754805,2026544,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEEE01.fasta.gz
CAAEEF010000000,GCA_900754825,2067433,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEEF01.fasta.gz
CAAEEG010000000,GCA_900754815,2114718,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEEG01.fasta.gz
CAAEEH010000000,GCA_900754835,3203247,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEEH01.fasta.gz
CAAEEI010000000,GCA_900754855,1769102,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEEI01.fasta.gz
CAAEEJ010000000,GCA_900754865,2342548,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEEJ01.fasta.gz
CAAEEK010000000,GCA_900754845,2160856,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEEK01.fasta.gz
CAAEEL010000000,GCA_900754885,1527547,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEEL01.fasta.gz
CAAEEM010000000,GCA_900754875,2225759,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEEM01.fasta.gz
CAAEEN010000000,GCA_900754895,2367007,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEEN01.fasta.gz
CAAEEO010000000,GCA_900754965,1720698,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEEO01.fasta.gz
CAAEEP010000000,GCA_900754925,2182240,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEEP01.fasta.gz
CAAEEQ010000000,GCA_900754935,974116,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEEQ01.fasta.gz
CAAEER010000000,GCA_900754975,1583762,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEER01.fasta.gz
CAAEES010000000,GCA_900754905,2071681,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEES01.fasta.gz
CAAEET010000000,GCA_900754945,1930568,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEET01.fasta.gz
CAAEEU010000000,GCA_900754985,2102829,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEEU01.fasta.gz
CAAEEV010000000,GCA_900754955,1990841,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEEV01.fasta.gz
CAAEEW010000000,GCA_900754995,1696118,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEEW01.fasta.gz
CAAEEX010000000,GCA_900755005,2088952,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEEX01.fasta.gz
CAAEEY010000000,GCA_900755025,1773988,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEEY01.fasta.gz
CAAEEZ010000000,GCA_900755035,1588484,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEEZ01.fasta.gz
CAAEFA010000000,GCA_900755045,1871556,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEFA01.fasta.gz
CAAEFB010000000,GCA_900755055,1970705,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEFB01.fasta.gz
CAAEFC010000000,GCA_900755065,1738669,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEFC01.fasta.gz
CAAEFD010000000,GCA_900755075,1962012,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEFD01.fasta.gz
CAAEFE010000000,GCA_900755095,3592886,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEFE01.fasta.gz
CAAEFF010000000,GCA_900755085,1854245,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEFF01.fasta.gz
CAAEFG010000000,GCA_900755135,5762102,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEFG01.fasta.gz
CAAEFH010000000,GCA_900755125,7637037,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEFH01.fasta.gz
CAAEFI010000000,GCA_900755145,1493846,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEFI01.fasta.gz
CAAEFJ010000000,GCA_900755115,3728531,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEFJ01.fasta.gz
CAAEFK010000000,GCA_900755105,2479710,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEFK01.fasta.gz
CAAEFL010000000,GCA_900755155,1689159,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEFL01.fasta.gz
CAAEFM010000000,GCA_900755165,7467348,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEFM01.fasta.gz
CAAEFN010000000,GCA_900755195,2760069,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEFN01.fasta.gz
CAAEFO010000000,GCA_900755185,2515393,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEFO01.fasta.gz
CAAEFP010000000,GCA_900755245,2187412,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEFP01.fasta.gz
CAAEFQ010000000,GCA_900755225,1767883,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEFQ01.fasta.gz
CAAEFR010000000,GCA_900755215,3156671,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEFR01.fasta.gz
CAAEFS010000000,GCA_900755255,2097293,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEFS01.fasta.gz
CAAEFT010000000,GCA_900755205,2012649,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEFT01.fasta.gz
CAAEFU010000000,GCA_900755235,3679115,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEFU01.fasta.gz
CAAEFV010000000,GCA_900755265,1688743,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEFV01.fasta.gz
CAAEFW010000000,GCA_900755295,1711718,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEFW01.fasta.gz
CAAEFX010000000,GCA_900755305,1916899,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEFX01.fasta.gz
CAAEFY010000000,GCA_900755315,1723904,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEFY01.fasta.gz
CAAEFZ010000000,GCA_900755325,1822285,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEFZ01.fasta.gz
CAAEGA010000000,GCA_900755335,1136230,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEGA01.fasta.gz
CAAEGB010000000,GCA_900755355,2027306,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEGB01.fasta.gz
CAAEGC010000000,GCA_900755345,3605030,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEGC01.fasta.gz
CAAEGD010000000,GCA_900755385,1704394,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEGD01.fasta.gz
CAAEGE010000000,GCA_900755365,1831177,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEGE01.fasta.gz
CAAEGF010000000,GCA_900755375,3736909,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEGF01.fasta.gz
CAAEGG010000000,GCA_900755395,1661701,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEGG01.fasta.gz
CAAEGH010000000,GCA_900755425,2409721,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEGH01.fasta.gz
CAAEGI010000000,GCA_900755405,1693122,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEGI01.fasta.gz
CAAEGJ010000000,GCA_900755435,1570753,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEGJ01.fasta.gz
CAAEGK010000000,GCA_900755415,1507959,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEGK01.fasta.gz
CAAEGL010000000,GCA_900755445,1834954,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEGL01.fasta.gz
CAAEGM010000000,GCA_900755455,903814,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEGM01.fasta.gz
CAAEGN010000000,GCA_900755485,1755005,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEGN01.fasta.gz
CAAEGO010000000,GCA_900755475,1951098,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEGO01.fasta.gz
CAAEGP010000000,GCA_900755465,2136992,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEGP01.fasta.gz
CAAEGQ010000000,GCA_900755495,2009224,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEGQ01.fasta.gz
CAAEGR010000000,GCA_900755535,2783609,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAEGR01.fasta.gz
