drug,cell_line_id,observed_ic50
AFURESERTIB,8505C,3.93989
AFURESERTIB,8MGBA,2.29995
AFURESERTIB,A172,6.0044
AFURESERTIB,A2058,2.38473
AFURESERTIB,A253,5.13664
AFURESERTIB,A2780,-0.156199
AFURESERTIB,A375,5.14157
AFURESERTIB,A388,2.89487
AFURESERTIB,A427,3.62804
AFURESERTIB,A549,4.81882
AFURESERTIB,ABC1,4.59855
AFURESERTIB,AGS,0.946706
AFURESERTIB,AM38,4.63716
AFURESERTIB,AMO1,1.09139
AFURESERTIB,ASPC1,4.90868
AFURESERTIB,AU565,1.51791
AFURESERTIB,BCPAP,2.52067
AFURESERTIB,BECKER,5.41032
AFURESERTIB,BFTC905,3.78946
AFURESERTIB,BFTC909,1.12507
AFURESERTIB,BHT101,4.95837
AFURESERTIB,BICR31,2.82523
AFURESERTIB,BICR78,3.59359
AFURESERTIB,BPH1,4.00206
AFURESERTIB,BXPC3,4.51645
AFURESERTIB,C2BBE1,4.25097
AFURESERTIB,C33A,-0.285049
AFURESERTIB,C4I,4.23388
AFURESERTIB,CA922,4.14105
AFURESERTIB,CADOES1,3.6626
AFURESERTIB,CAKI1,3.28869
AFURESERTIB,CAL12T,4.97338
AFURESERTIB,CAL29,3.65143
AFURESERTIB,CAL33,3.74578
AFURESERTIB,CAL51,1.52086
AFURESERTIB,CAL62,3.38472
AFURESERTIB,CAL72,4.27009
AFURESERTIB,CAL78,5.19124
AFURESERTIB,CALU6,3.97604
AFURESERTIB,CAMA1,-1.55038
AFURESERTIB,CAOV3,3.88176
AFURESERTIB,CAPAN1,4.20823
AFURESERTIB,CAS1,3.7344
AFURESERTIB,CASKI,3.18478
AFURESERTIB,CFPAC1,7.27896
AFURESERTIB,CHAGOK1,3.48088
AFURESERTIB,CHP134,3.35441
AFURESERTIB,CHP212,2.7944
AFURESERTIB,CL11,5.25702
AFURESERTIB,CMLT1,4.17622
AFURESERTIB,COLO678,4.86529
AFURESERTIB,COLO679,3.39955
AFURESERTIB,COLO792,3.56096
AFURESERTIB,COLO800,3.17566
AFURESERTIB,COLO824,2.80155
AFURESERTIB,CORL105,2.24489
AFURESERTIB,CORL279,2.15523
AFURESERTIB,CORL311,3.33887
AFURESERTIB,D283MED,3.22564
AFURESERTIB,DANG,4.38763
AFURESERTIB,DAOY,7.45903
AFURESERTIB,DB,1.89546
AFURESERTIB,DBTRG05MG,5.11216
AFURESERTIB,DETROIT562,3.49847
AFURESERTIB,DKMG,7.15672
AFURESERTIB,DMS53,4.20557
AFURESERTIB,DOTC24510,3.91514
AFURESERTIB,ECGI10,2.98578
AFURESERTIB,EFM19,2.59634
AFURESERTIB,EFO21,5.28083
AFURESERTIB,EFO27,-0.362415
AFURESERTIB,EJM,3.65845
AFURESERTIB,EKVX,4.04483
AFURESERTIB,EM2,3.73751
AFURESERTIB,EN,1.39824
AFURESERTIB,EOL1,3.1472
AFURESERTIB,EPLC272H,0.83485
AFURESERTIB,ES2,4.39837
AFURESERTIB,ESO26,4.30098
AFURESERTIB,ESO51,4.69234
AFURESERTIB,ESS1,4.22697
AFURESERTIB,FADU,4.34089
AFURESERTIB,FARAGE,-1.36161
AFURESERTIB,FLO1,3.46059
AFURESERTIB,FTC133,1.61303
AFURESERTIB,FU97,1.81229
AFURESERTIB,G292CLONEA141B1,5.02732
AFURESERTIB,G401,0.286417
AFURESERTIB,G402,3.5136
AFURESERTIB,GB1,2.16241
AFURESERTIB,GCT,5.68125
AFURESERTIB,GI1,2.6128
AFURESERTIB,GIMEN,2.98625
AFURESERTIB,GP5D,2.30908
AFURESERTIB,H4,3.37333
AFURESERTIB,HCC1187,6.21232
AFURESERTIB,HCC1395,1.93152
AFURESERTIB,HCC1419,3.68658
AFURESERTIB,HCC1428,4.99405
AFURESERTIB,HCC15,5.91142
AFURESERTIB,HCC1937,4.53571
AFURESERTIB,HCC33,4.22688
AFURESERTIB,HCC366,4.93897
AFURESERTIB,HCC38,4.40177
AFURESERTIB,HCC44,2.90606
AFURESERTIB,HCC70,0.852795
AFURESERTIB,HCC78,3.09641
AFURESERTIB,HEC1,3.84837
AFURESERTIB,HEL,3.40947
AFURESERTIB,HGC27,-2.11715
AFURESERTIB,HMVII,2.61421
AFURESERTIB,HO1U1,-2.49776
AFURESERTIB,HOP62,4.44373
AFURESERTIB,HPAFII,4.6584
AFURESERTIB,HS683,2.97274
AFURESERTIB,HS746T,2.80685
AFURESERTIB,HSC2,3.02725
AFURESERTIB,HSC3,1.43843
AFURESERTIB,HSC4,1.2823
AFURESERTIB,HT,-0.399222
AFURESERTIB,HT1080,4.08282
AFURESERTIB,HT1197,2.0957
AFURESERTIB,HT1376,6.80853
AFURESERTIB,HT144,3.52266
AFURESERTIB,HT3,4.04201
AFURESERTIB,HT55,2.86021
AFURESERTIB,HUCCT1,4.23006
AFURESERTIB,HUH1,6.06382
AFURESERTIB,HUH7,4.15673
AFURESERTIB,HUO9,1.88736
AFURESERTIB,HUPT3,5.41409
AFURESERTIB,HUPT4,3.91508
AFURESERTIB,IALM,4.65637
AFURESERTIB,IGR1,2.18887
AFURESERTIB,IGROV1,-2.72986
AFURESERTIB,IHH4,4.48691
AFURESERTIB,IM95,1.89843
AFURESERTIB,IPC298,4.56893
AFURESERTIB,ISTMES1,4.5906
AFURESERTIB,J82,6.11965
AFURESERTIB,JAR,1.7009
AFURESERTIB,JHH1,4.44356
AFURESERTIB,JHH2,1.07407
AFURESERTIB,JHH4,4.61452
AFURESERTIB,JHH6,3.23724
AFURESERTIB,JHH7,4.98233
AFURESERTIB,JHOS2,4.67106
AFURESERTIB,JHOS4,1.22283
AFURESERTIB,JIMT1,4.45066
AFURESERTIB,JJN3,3.06287
AFURESERTIB,JM1,4.2436
AFURESERTIB,JURKAT,-3.73046
AFURESERTIB,JVM2,0.990322
AFURESERTIB,JVM3,1.00153
AFURESERTIB,K562,4.26464
AFURESERTIB,KALS1,2.83805
AFURESERTIB,KARPAS299,3.96974
AFURESERTIB,KARPAS422,-0.171853
AFURESERTIB,KASUMI1,1.71675
AFURESERTIB,KATOIII,3.72658
AFURESERTIB,KCL22,3.67819
AFURESERTIB,KE37,-2.63634
AFURESERTIB,KELLY,3.21674
AFURESERTIB,KM12,-0.178159
AFURESERTIB,KMRC20,3.3013
AFURESERTIB,KNS62,0.648527
AFURESERTIB,KON,3.36064
AFURESERTIB,KOSC2,1.78227
AFURESERTIB,KP2,4.24944
AFURESERTIB,KP3,4.70995
AFURESERTIB,KPNYN,4.33778
AFURESERTIB,KU1919,3.23816
AFURESERTIB,KU812,2.77868
AFURESERTIB,KYSE180,3.31088
AFURESERTIB,KYSE270,3.59526
AFURESERTIB,KYSE410,4.3675
AFURESERTIB,KYSE450,4.51666
AFURESERTIB,KYSE510,7.08584
AFURESERTIB,KYSE520,4.73932
AFURESERTIB,KYSE70,6.10685
AFURESERTIB,L1236,1.76107
AFURESERTIB,L363,0.475137
AFURESERTIB,L428,3.16817
AFURESERTIB,LCLC97TM1,4.2661
AFURESERTIB,LK2,4.44462
AFURESERTIB,LN18,3.4692
AFURESERTIB,LN229,4.96682
AFURESERTIB,LNCAPCLONEFGC,-4.4951
AFURESERTIB,LOUNH91,6.31459
AFURESERTIB,LOVO,1.13833
AFURESERTIB,LP1,3.63826
AFURESERTIB,LS1034,3.6325
AFURESERTIB,LS123,4.67619
AFURESERTIB,LS180,3.40993
AFURESERTIB,LS411N,0.76413
AFURESERTIB,LU135,4.76737
AFURESERTIB,LU165,3.22144
AFURESERTIB,MC116,0.0295571
AFURESERTIB,MCF7,3.79936
AFURESERTIB,MDAMB157,3.83071
AFURESERTIB,MDAMB231,5.35813
AFURESERTIB,MDAMB361,2.48541
AFURESERTIB,MDAMB415,-0.755114
AFURESERTIB,MDAMB436,4.18884
AFURESERTIB,MDAMB453,0.531291
AFURESERTIB,MDST8,2.3612
AFURESERTIB,MELHO,1.68791
AFURESERTIB,MELJUSO,3.16317
AFURESERTIB,MFE296,3.1836
AFURESERTIB,MFE319,3.9081
AFURESERTIB,MFM223,-0.0893546
AFURESERTIB,MG63,5.22686
AFURESERTIB,MHHES1,5.94036
AFURESERTIB,MHHNB11,3.04059
AFURESERTIB,MIAPACA2,4.00012
AFURESERTIB,MKN45,2.0562
AFURESERTIB,MM1S,-2.13961
AFURESERTIB,MOLM13,1.69866
AFURESERTIB,MPP89,4.64344
AFURESERTIB,MS751,5.12303
AFURESERTIB,MSTO211H,3.89589
AFURESERTIB,MV411,2.71872
AFURESERTIB,NALM6,-1.48606
AFURESERTIB,NAMALWA,0.573162
AFURESERTIB,NB1,1.38414
AFURESERTIB,NB4,2.35204
AFURESERTIB,NCCIT,2.53574
AFURESERTIB,NCIH1048,3.73832
AFURESERTIB,NCIH1092,4.32676
AFURESERTIB,NCIH1155,4.12391
AFURESERTIB,NCIH1299,5.47837
AFURESERTIB,NCIH1355,4.82971
AFURESERTIB,NCIH1437,3.75661
AFURESERTIB,NCIH1568,5.31004
AFURESERTIB,NCIH1573,5.55543
AFURESERTIB,NCIH1581,3.90681
AFURESERTIB,NCIH1648,0.100877
AFURESERTIB,NCIH1650,5.50838
AFURESERTIB,NCIH1666,3.31127
AFURESERTIB,NCIH1693,4.11774
AFURESERTIB,NCIH1694,4.36496
AFURESERTIB,NCIH1792,3.63625
AFURESERTIB,NCIH1793,5.01469
AFURESERTIB,NCIH1836,4.28234
AFURESERTIB,NCIH1915,5.3031
AFURESERTIB,NCIH1944,4.16483
AFURESERTIB,NCIH1975,1.30159
AFURESERTIB,NCIH2009,3.99553
AFURESERTIB,NCIH2023,3.65889
AFURESERTIB,NCIH2030,3.83918
AFURESERTIB,NCIH2052,6.74207
AFURESERTIB,NCIH2087,4.87172
AFURESERTIB,NCIH209,4.25832
AFURESERTIB,NCIH211,4.28813
AFURESERTIB,NCIH2110,2.89179
AFURESERTIB,NCIH2122,1.34406
AFURESERTIB,NCIH2170,2.47375
AFURESERTIB,NCIH2171,1.27444
AFURESERTIB,NCIH2172,3.4776
AFURESERTIB,NCIH226,4.312
AFURESERTIB,NCIH23,3.70667
AFURESERTIB,NCIH2452,3.2412
AFURESERTIB,NCIH28,4.28217
AFURESERTIB,NCIH292,1.54189
AFURESERTIB,NCIH3122,3.14452
AFURESERTIB,NCIH358,3.59444
AFURESERTIB,NCIH441,4.75497
AFURESERTIB,NCIH446,1.83995
AFURESERTIB,NCIH460,0.658076
AFURESERTIB,NCIH520,2.83801
AFURESERTIB,NCIH526,4.37056
AFURESERTIB,NCIH650,4.5013
AFURESERTIB,NCIH661,4.68415
AFURESERTIB,NCIH716,2.92311
AFURESERTIB,NCIH727,2.45281
AFURESERTIB,NCIH841,4.94871
AFURESERTIB,NCIN87,1.9484
AFURESERTIB,NH12,3.6443
AFURESERTIB,NMCG1,3.98525
AFURESERTIB,NOMO1,4.49531
AFURESERTIB,OAW28,4.59636
AFURESERTIB,OAW42,5.02074
AFURESERTIB,OCIAML2,4.36232
AFURESERTIB,OCIAML3,2.81903
AFURESERTIB,OE21,0.653338
AFURESERTIB,ONS76,4.43213
AFURESERTIB,OPM2,-0.106562
AFURESERTIB,OSC20,5.06915
AFURESERTIB,OSRC2,4.48297
AFURESERTIB,OV90,5.01398
AFURESERTIB,OVCAR8,4.04077
AFURESERTIB,OVISE,3.52235
AFURESERTIB,OVK18,1.49606
AFURESERTIB,OVTOKO,4.07447
AFURESERTIB,P30OHK,3.9679
AFURESERTIB,P31FUJ,0.48467
AFURESERTIB,PA1,1.45755
AFURESERTIB,PANC0327,5.20166
AFURESERTIB,PANC0403,7.31692
AFURESERTIB,PANC0813,4.90129
AFURESERTIB,PANC1005,3.47475
AFURESERTIB,PATU8902,6.5162
AFURESERTIB,PATU8988T,3.97032
AFURESERTIB,PC14,3.50994
AFURESERTIB,PC3,4.74666
AFURESERTIB,PECAPJ15,3.5165
AFURESERTIB,PEO1,4.36512
AFURESERTIB,PFSK1,3.49284
AFURESERTIB,RAJI,3.7027
AFURESERTIB,RCC10RGB,5.08402
AFURESERTIB,RCHACV,0.258806
AFURESERTIB,RD,5.14597
AFURESERTIB,RERFGC1B,5.19352
AFURESERTIB,RERFLCSQ1,-0.139481
AFURESERTIB,RH30,1.48302
AFURESERTIB,RH41,-2.64044
AFURESERTIB,RKN,4.38555
AFURESERTIB,RKO,3.50939
AFURESERTIB,RL,2.71766
AFURESERTIB,RL952,-0.207487
AFURESERTIB,RMGI,4.94785
AFURESERTIB,RPMI7951,2.53621
AFURESERTIB,RPMI8226,4.41022
AFURESERTIB,RT112,4.76831
AFURESERTIB,RT4,5.07431
AFURESERTIB,SAOS2,4.76586
AFURESERTIB,SAS,3.96448
AFURESERTIB,SCC3,3.94737
AFURESERTIB,SF126,2.23004
AFURESERTIB,SF268,5.0668
AFURESERTIB,SF295,1.87781
AFURESERTIB,SF539,1.07664
AFURESERTIB,SHP77,4.15003
AFURESERTIB,SIHA,5.19205
AFURESERTIB,SIMA,2.42323
AFURESERTIB,SISO,4.43589
AFURESERTIB,SKGIIIA,3.83304
AFURESERTIB,SKGT2,2.07611
AFURESERTIB,SKGT4,2.89495
AFURESERTIB,SKHEP1,5.81388
AFURESERTIB,SKMEL2,4.74361
AFURESERTIB,SKMEL24,2.25512
AFURESERTIB,SKMEL30,3.142
AFURESERTIB,SKMES1,5.54906
AFURESERTIB,SKMM2,2.68559
AFURESERTIB,SKN,2.9685
AFURESERTIB,SKNAS,4.32726
AFURESERTIB,SKNDZ,3.3089
AFURESERTIB,SKNFI,2.9502
AFURESERTIB,SKOV3,5.10637
AFURESERTIB,SKUT1,5.19774
AFURESERTIB,SNGM,3.9525
AFURESERTIB,SNU1,3.76113
AFURESERTIB,SNU387,2.78078
AFURESERTIB,SNU423,3.89554
AFURESERTIB,SNU449,5.97987
AFURESERTIB,SNU5,4.71232
AFURESERTIB,SNU61,4.82998
AFURESERTIB,SNU81,1.97142
AFURESERTIB,SNUC5,3.34055
AFURESERTIB,ST486,3.05988
AFURESERTIB,SUDHL1,1.82663
AFURESERTIB,SUDHL4,-1.22818
AFURESERTIB,SUDHL5,-2.49909
AFURESERTIB,SUDHL8,5.18589
AFURESERTIB,SUIT2,4.25075
AFURESERTIB,SUPM2,3.27124
AFURESERTIB,SUPT1,1.40521
AFURESERTIB,SW1088,3.08911
AFURESERTIB,SW1271,4.3567
AFURESERTIB,SW13,4.19221
AFURESERTIB,SW1463,4.50057
AFURESERTIB,SW156,2.56617
AFURESERTIB,SW1573,5.70691
AFURESERTIB,SW1990,4.83461
AFURESERTIB,SW620,5.24635
AFURESERTIB,SW626,4.98299
AFURESERTIB,SW837,5.54367
AFURESERTIB,SW954,3.22605
AFURESERTIB,SW982,5.02059
AFURESERTIB,T24,5.57501
AFURESERTIB,T47D,2.65636
AFURESERTIB,TC71,3.80929
AFURESERTIB,TE4,3.01435
AFURESERTIB,TE6,1.16669
AFURESERTIB,TE8,2.74621
AFURESERTIB,TE9,3.75797
AFURESERTIB,TGW,3.28901
AFURESERTIB,THP1,1.42694
AFURESERTIB,TOV112D,4.25723
AFURESERTIB,TOV21G,1.12465
AFURESERTIB,TT2609C02,6.5183
AFURESERTIB,TYKNU,6.48424
AFURESERTIB,U118MG,2.2827
AFURESERTIB,U251MG,4.17336
AFURESERTIB,U2OS,5.19591
AFURESERTIB,UACC257,3.20906
AFURESERTIB,UACC62,3.88913
AFURESERTIB,UACC893,-1.04213
AFURESERTIB,UMUC3,7.98098
AFURESERTIB,UWB1289,3.32752
AFURESERTIB,VAESBJ,3.03686
AFURESERTIB,VCAP,1.81904
AFURESERTIB,VMRCRCW,4.89949
AFURESERTIB,WM115,3.63599
AFURESERTIB,WM793,1.98468
AFURESERTIB,WSUNHL,-1.78847
AFURESERTIB,YAPC,5.62976
AFURESERTIB,YH13,4.30362
AFURESERTIB,YKG1,5.06393
ALECTINIB,22RV1,4.80222
ALECTINIB,2313287,3.94753
ALECTINIB,42MGBA,4.80889
ALECTINIB,639V,4.0939
ALECTINIB,647V,4.38591
ALECTINIB,697,1.82148
ALECTINIB,769P,4.65379
ALECTINIB,786O,4.92871
ALECTINIB,8505C,5.28966
ALECTINIB,8MGBA,3.12635
ALECTINIB,A172,4.6034
ALECTINIB,A2058,4.29189
ALECTINIB,A253,5.08107
ALECTINIB,A2780,6.41875
ALECTINIB,A375,4.83338
ALECTINIB,A388,5.63389
ALECTINIB,A427,4.70868
ALECTINIB,A549,5.069
ALECTINIB,ABC1,4.711
ALECTINIB,AGS,4.48096
ALECTINIB,AM38,4.6024
ALECTINIB,AMO1,4.02103
ALECTINIB,ASPC1,6.88756
ALECTINIB,AU565,4.32036
ALECTINIB,BCPAP,4.33047
ALECTINIB,BECKER,4.05059
ALECTINIB,BFTC905,4.40914
ALECTINIB,BFTC909,4.25453
ALECTINIB,BHT101,4.59915
ALECTINIB,BICR31,5.35603
ALECTINIB,BICR78,3.9273
ALECTINIB,BPH1,4.23068
ALECTINIB,BXPC3,4.98153
ALECTINIB,C2BBE1,3.80408
ALECTINIB,C33A,4.46125
ALECTINIB,C4I,4.36178
ALECTINIB,CA922,4.78926
ALECTINIB,CADOES1,4.46008
ALECTINIB,CAKI1,7.336
ALECTINIB,CAL12T,3.49722
ALECTINIB,CAL29,4.20192
ALECTINIB,CAL33,5.3182
ALECTINIB,CAL51,4.50113
ALECTINIB,CAL62,4.55999
ALECTINIB,CAL72,4.33487
ALECTINIB,CAL78,5.06261
ALECTINIB,CALU6,4.13697
ALECTINIB,CAMA1,2.29286
ALECTINIB,CAOV3,4.65237
ALECTINIB,CAPAN1,4.34752
ALECTINIB,CAS1,4.81474
ALECTINIB,CASKI,4.59242
ALECTINIB,CFPAC1,5.12433
ALECTINIB,CHAGOK1,4.6018
ALECTINIB,CHP134,3.83058
ALECTINIB,CHP212,2.38025
ALECTINIB,CL11,4.95938
ALECTINIB,COLO678,4.33978
ALECTINIB,COLO679,4.31797
ALECTINIB,COLO792,4.45024
ALECTINIB,COLO800,4.32536
ALECTINIB,COLO824,5.51267
ALECTINIB,CORL105,1.21618
ALECTINIB,CORL311,4.39882
ALECTINIB,D283MED,4.1908
ALECTINIB,DANG,4.97193
ALECTINIB,DAOY,5.01164
ALECTINIB,DB,4.26234
ALECTINIB,DBTRG05MG,4.88702
ALECTINIB,DETROIT562,4.34234
ALECTINIB,DKMG,5.11086
ALECTINIB,DMS53,4.53482
ALECTINIB,DOTC24510,4.6484
ALECTINIB,ECGI10,5.40192
ALECTINIB,EFM19,3.31205
ALECTINIB,EFO21,8.47754
ALECTINIB,EFO27,5.30263
ALECTINIB,EJM,3.81006
ALECTINIB,EKVX,4.97105
ALECTINIB,EM2,4.41383
ALECTINIB,EN,4.19459
ALECTINIB,EOL1,3.46711
ALECTINIB,EPLC272H,3.39394
ALECTINIB,ES2,4.57061
ALECTINIB,ESO26,1.77203
ALECTINIB,ESO51,4.19382
ALECTINIB,ESS1,4.96379
ALECTINIB,FADU,4.10204
ALECTINIB,FARAGE,4.57386
ALECTINIB,FLO1,4.86303
ALECTINIB,FTC133,4.27507
ALECTINIB,FU97,4.41858
ALECTINIB,G292CLONEA141B1,4.86639
ALECTINIB,G401,5.80717
ALECTINIB,G402,5.99499
ALECTINIB,GB1,4.22504
ALECTINIB,GCT,4.43033
ALECTINIB,GI1,4.59121
ALECTINIB,GIMEN,5.30798
ALECTINIB,GP5D,2.99954
ALECTINIB,H4,4.85691
ALECTINIB,HCC1187,3.72982
ALECTINIB,HCC1395,4.38146
ALECTINIB,HCC1419,3.31141
ALECTINIB,HCC1428,3.90103
ALECTINIB,HCC15,3.34437
ALECTINIB,HCC1937,4.36739
ALECTINIB,HCC33,4.49057
ALECTINIB,HCC38,5.12556
ALECTINIB,HCC44,4.81798
ALECTINIB,HCC70,2.39493
ALECTINIB,HCC78,4.3115
ALECTINIB,HEC1,4.21239
ALECTINIB,HEL,3.78973
ALECTINIB,HGC27,4.70169
ALECTINIB,HMVII,5.15368
ALECTINIB,HO1U1,4.95089
ALECTINIB,HOP62,3.97333
ALECTINIB,HPAFII,5.63065
ALECTINIB,HS683,4.52739
ALECTINIB,HS746T,4.25764
ALECTINIB,HSC2,3.91512
ALECTINIB,HSC3,3.89834
ALECTINIB,HSC4,4.57345
ALECTINIB,HT,4.48203
ALECTINIB,HT1080,4.10284
ALECTINIB,HT1197,4.26483
ALECTINIB,HT1376,5.05342
ALECTINIB,HT144,4.50259
ALECTINIB,HT3,5.08102
ALECTINIB,HT55,4.57982
ALECTINIB,HUCCT1,4.35031
ALECTINIB,HUH1,3.94481
ALECTINIB,HUH7,4.69829
ALECTINIB,HUO9,3.74522
ALECTINIB,HUPT3,4.67786
ALECTINIB,HUPT4,4.68636
ALECTINIB,IALM,4.38886
ALECTINIB,IGR1,4.24719
ALECTINIB,IGROV1,5.03944
ALECTINIB,IHH4,4.60426
ALECTINIB,IM95,4.74431
ALECTINIB,IPC298,3.94701
ALECTINIB,ISTMES1,4.70401
ALECTINIB,J82,5.37097
ALECTINIB,JAR,4.74108
ALECTINIB,JHH1,4.07663
ALECTINIB,JHH2,4.68021
ALECTINIB,JHH4,2.24575
ALECTINIB,JHH6,3.77475
ALECTINIB,JHH7,4.25655
ALECTINIB,JHOS2,3.7532
ALECTINIB,JIMT1,4.53282
ALECTINIB,JJN3,4.97303
ALECTINIB,JM1,3.94185
ALECTINIB,JVM2,5.35396
ALECTINIB,JVM3,4.42093
ALECTINIB,K562,1.93092
ALECTINIB,KALS1,5.71187
ALECTINIB,KARPAS299,-5.21796
ALECTINIB,KARPAS422,3.11911
ALECTINIB,KASUMI1,4.14559
ALECTINIB,KCL22,4.08387
ALECTINIB,KE37,4.10297
ALECTINIB,KELLY,4.52086
ALECTINIB,KM12,6.58124
ALECTINIB,KMRC20,4.21377
ALECTINIB,KON,4.52634
ALECTINIB,KOSC2,4.66307
ALECTINIB,KP2,3.66411
ALECTINIB,KP3,4.7467
ALECTINIB,KPNYN,4.63827
ALECTINIB,KU1919,3.71713
ALECTINIB,KU812,4.88596
ALECTINIB,KYSE180,5.00265
ALECTINIB,KYSE270,5.4631
ALECTINIB,KYSE410,5.54429
ALECTINIB,KYSE450,2.4421
ALECTINIB,KYSE510,4.89428
ALECTINIB,KYSE520,2.05833
ALECTINIB,KYSE70,5.04528
ALECTINIB,L1236,4.95948
ALECTINIB,L363,4.03154
ALECTINIB,L428,4.54089
ALECTINIB,LCLC97TM1,4.97817
ALECTINIB,LK2,4.17101
ALECTINIB,LN18,3.95374
ALECTINIB,LN229,4.51287
ALECTINIB,LNCAPCLONEFGC,4.96071
ALECTINIB,LOUNH91,4.52151
ALECTINIB,LOVO,5.22319
ALECTINIB,LP1,3.92747
ALECTINIB,LS1034,4.15728
ALECTINIB,LS123,4.00315
ALECTINIB,LS180,4.09061
ALECTINIB,LS411N,1.82571
ALECTINIB,LU135,4.05833
ALECTINIB,LU165,4.43498
ALECTINIB,MC116,3.61509
ALECTINIB,MCF7,4.22887
ALECTINIB,MDAMB157,4.71143
ALECTINIB,MDAMB231,1.69001
ALECTINIB,MDAMB361,4.51878
ALECTINIB,MDAMB415,3.21692
ALECTINIB,MDAMB436,2.89322
ALECTINIB,MDAMB453,3.71564
ALECTINIB,MDST8,4.01588
ALECTINIB,MELHO,4.37507
ALECTINIB,MELJUSO,8.14718
ALECTINIB,MFE296,4.73066
ALECTINIB,MFE319,4.76279
ALECTINIB,MFM223,4.18356
ALECTINIB,MG63,4.13057
ALECTINIB,MHHES1,7.36647
ALECTINIB,MHHNB11,3.61584
ALECTINIB,MIAPACA2,4.59487
ALECTINIB,MKN45,3.84142
ALECTINIB,MOLM13,-0.115463
ALECTINIB,MPP89,4.45977
ALECTINIB,MS751,4.08777
ALECTINIB,MSTO211H,4.58437
ALECTINIB,MV411,-1.13242
ALECTINIB,NALM6,5.6935
ALECTINIB,NAMALWA,3.77144
ALECTINIB,NB1,9.64862
ALECTINIB,NB4,4.86241
ALECTINIB,NCCIT,4.5443
ALECTINIB,NCIH1048,4.26073
ALECTINIB,NCIH1092,4.15235
ALECTINIB,NCIH1155,5.01275
ALECTINIB,NCIH1299,4.94313
ALECTINIB,NCIH1355,5.14126
ALECTINIB,NCIH1437,5.4549
ALECTINIB,NCIH1568,4.53912
ALECTINIB,NCIH1573,4.13984
ALECTINIB,NCIH1581,4.77991
ALECTINIB,NCIH1648,2.24742
ALECTINIB,NCIH1650,5.07915
ALECTINIB,NCIH1666,4.28027
ALECTINIB,NCIH1693,3.93191
ALECTINIB,NCIH1694,3.46273
ALECTINIB,NCIH1792,6.65825
ALECTINIB,NCIH1793,4.62954
ALECTINIB,NCIH1836,3.80753
ALECTINIB,NCIH1915,4.19126
ALECTINIB,NCIH1944,4.78466
ALECTINIB,NCIH1975,2.58802
ALECTINIB,NCIH2009,4.8438
ALECTINIB,NCIH2023,5.20268
ALECTINIB,NCIH2030,2.95051
ALECTINIB,NCIH2052,4.23986
ALECTINIB,NCIH2087,2.25505
ALECTINIB,NCIH209,5.15308
ALECTINIB,NCIH211,4.40277
ALECTINIB,NCIH2110,4.76269
ALECTINIB,NCIH2122,4.45115
ALECTINIB,NCIH2170,4.4037
ALECTINIB,NCIH2171,4.13066
ALECTINIB,NCIH2172,5.00655
ALECTINIB,NCIH226,4.17646
ALECTINIB,NCIH23,5.26818
ALECTINIB,NCIH2452,5.13988
ALECTINIB,NCIH28,4.81068
ALECTINIB,NCIH292,4.88018
ALECTINIB,NCIH3122,-3.46411
ALECTINIB,NCIH358,4.31297
ALECTINIB,NCIH441,4.94823
ALECTINIB,NCIH446,4.57973
ALECTINIB,NCIH460,4.0903
ALECTINIB,NCIH520,4.24857
ALECTINIB,NCIH526,3.67394
ALECTINIB,NCIH650,2.33563
ALECTINIB,NCIH661,4.716
ALECTINIB,NCIH716,4.41246
ALECTINIB,NCIH727,5.00788
ALECTINIB,NCIH841,4.60795
ALECTINIB,NCIN87,5.13002
ALECTINIB,NH12,3.22543
ALECTINIB,NMCG1,3.58433
ALECTINIB,NOMO1,4.62433
ALECTINIB,OAW28,4.47676
ALECTINIB,OAW42,3.89284
ALECTINIB,OCIAML2,4.33361
ALECTINIB,OCIAML3,2.70832
ALECTINIB,OE21,4.48206
ALECTINIB,ONS76,3.89231
ALECTINIB,OPM2,1.98092
ALECTINIB,OSC20,3.97406
ALECTINIB,OSRC2,3.84516
ALECTINIB,OV90,4.76069
ALECTINIB,OVCAR8,4.06573
ALECTINIB,OVISE,6.32689
ALECTINIB,OVK18,4.8863
ALECTINIB,OVTOKO,5.07362
ALECTINIB,P30OHK,4.84308
ALECTINIB,P31FUJ,4.0208
ALECTINIB,PA1,4.19182
ALECTINIB,PANC0327,4.84545
ALECTINIB,PANC0403,7.02182
ALECTINIB,PANC0813,4.27125
ALECTINIB,PANC1005,4.43769
ALECTINIB,PATU8902,4.36429
ALECTINIB,PATU8988T,4.03691
ALECTINIB,PC14,1.59436
ALECTINIB,PC3,4.18024
ALECTINIB,PECAPJ15,4.69843
ALECTINIB,PEO1,4.46511
ALECTINIB,PFSK1,4.93918
ALECTINIB,RAJI,4.4092
ALECTINIB,RCC10RGB,4.11805
ALECTINIB,RD,3.97962
ALECTINIB,REH,-0.500572
ALECTINIB,RERFGC1B,5.22791
ALECTINIB,RERFLCSQ1,5.21639
ALECTINIB,RH30,3.03405
ALECTINIB,RH41,4.89726
ALECTINIB,RKN,4.37964
ALECTINIB,RKO,1.77401
ALECTINIB,RL,4.20082
ALECTINIB,RL952,4.22417
ALECTINIB,RMGI,5.42076
ALECTINIB,RPMI7951,4.26145
ALECTINIB,RPMI8226,2.40784
ALECTINIB,RT112,4.81637
ALECTINIB,RT4,4.1041
ALECTINIB,SAOS2,4.89376
ALECTINIB,SAS,4.33303
